Project:,jg_gelma_fibers_recovery_osc,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Test:,85um_fibers_r2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Pre-UV recovery,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,8,10.932,143.8,23.36,11400,723.37,0.0635,1.818E+06,0.8,0,0.28176,"WMa,TruStrain™",11.48,0.101
,9,11.072,144,23.36,11338,472.8,0.0417,1.8061E+06,0.8,0,0.27991,"WMa,TruStrain™",11.405,0.101
,10,11.217,144.1,23.36,11450,560.8,0.049,1.8245E+06,0.8,0,0.28277,"WMa,TruStrain™",11.521,0.1
,11,11.369,144.3,23.36,10897,1057.3,0.097,1.7425E+06,0.8,0,0.27009,"WMa,TruStrain™",11.005,0.101
,12,11.527,144.4,23.36,11055,1188,0.107,1.7696E+06,0.8,0,0.27427,"WMa,TruStrain™",11.175,0.101
,13,11.692,144.6,23.36,10884,809.7,0.0744,1.7371E+06,0.8,0,0.26925,"WMa,TruStrain™",10.97,0.101
,14,11.863,144.8,23.36,10845,298.57,0.0275,1.7267E+06,0.8,0,0.26764,"WMa,TruStrain™",10.905,0.101
,15,12.042,144.9,23.36,10995,1056.5,0.0961,1.7579E+06,0.8,0,0.27247,"WMa,TruStrain™",11.101,0.101
,16,12.229,145.1,23.36,10924,894.94,0.0819,1.7445E+06,0.8,0,0.27038,"WMa,TruStrain™",11.016,0.101
,17,12.424,145.3,23.36,10987,892.12,0.0812,1.7544E+06,0.8,0,0.27191,"WMa,TruStrain™",11.079,0.101
,18,12.627,145.5,23.36,11289,412.57,0.0365,1.7978E+06,0.8,0,0.27863,"WMa,TruStrain™",11.352,0.1
,19,12.838,145.7,23.36,11513,620.2,0.0539,1.835E+06,0.8,0,0.28438,"WMa,TruStrain™",11.587,0.1
,20,13.059,146,23.36,11237,314.33,0.028,1.7891E+06,0.8,0,0.27728,"MV-,WMa,TruStrain™",11.297,0.101
,21,13.288,146.2,23.35,11928,86.638,0.00726,1.8985E+06,0.8,0,0.29419,"MV-,WMa,TruStrain™",11.986,0.1
,22,13.528,146.4,23.35,11475,71.896,0.00627,1.8263E+06,0.8,0,0.28305,"MV-,WMa,TruStrain™",11.532,0.1
,23,13.778,146.7,23.36,11831,298.55,0.0252,1.8835E+06,0.8,0,0.29189,"WMa,TruStrain™",11.893,0.1
,24,14.038,146.9,23.36,11635,366.4,0.0315,1.8527E+06,0.8,0,0.28714,"WMa,TruStrain™",11.699,0.1
,25,14.31,147.2,23.36,12269,139.28,0.0114,1.9529E+06,0.8,0,0.30261,"WMa,TruStrain™",12.329,0.1
,26,14.593,147.5,23.36,11459,336.87,0.0294,1.8246E+06,0.8,0,0.28279,"WMa,TruStrain™",11.522,0.101
,27,14.888,147.8,23.36,12235,450.61,0.0368,1.9486E+06,0.8,0,0.30197,"MV-,WMa,TruStrain™",12.304,0.1
,28,15.196,148.1,23.36,11858,212.53,0.0179,1.8875E+06,0.8,0,0.29256,"MV-,WMa,TruStrain™",11.92,0.101
,29,15.516,148.4,23.36,11900,575.41,0.0484,1.8961E+06,0.8,0,0.29387,"MV-,WMa,TruStrain™",11.974,0.101
,30,15.851,148.8,23.36,12027,153.4,0.0128,1.9144E+06,0.8,0,0.29672,"MV-,WMa,TruStrain™",12.089,0.101
,31,16.199,149.1,23.36,11731,234.96,0.02,1.8675E+06,0.8,0,0.28949,"MV-,WMa,TruStrain™",11.795,0.101
,32,16.562,149.5,23.36,11584,81.014,0.00699,1.8438E+06,0.8,0,0.28584,"MV-,WMa,TruStrain™",11.646,0.101
,33,16.941,149.8,23.36,11232,447.62,0.0399,1.7891E+06,0.8,0,0.27737,"WMa,TruStrain™",11.301,0.101
,34,17.336,150.2,23.36,11468,600.74,0.0524,1.8276E+06,0.8,0,0.28329,"WMa,TruStrain™",11.542,0.101
,35,17.748,150.7,23.36,11613,631.14,0.0543,1.8509E+06,0.8,0,0.28686,"WMa,TruStrain™",11.688,0.1
,36,18.177,151.1,23.36,11686,502.17,0.043,1.8617E+06,0.8,0,0.2885,"WMa,TruStrain™",11.754,0.1
,37,18.624,151.5,23.36,11523,427.77,0.0371,1.8352E+06,0.8,0,0.28443,"WMa,TruStrain™",11.589,0.101
,38,19.091,152,23.36,11652,409.38,0.0351,1.8557E+06,0.8,0,0.28763,"WMa,TruStrain™",11.719,0.101
,39,19.577,152.5,23.36,11393,961.66,0.0844,1.8198E+06,0.8,0,0.28209,"WMa,TruStrain™",11.493,0.101
,40,20.084,153,23.36,11916,1012.7,0.085,1.9034E+06,0.8,0,0.29504,"WMa,TruStrain™",12.021,0.101
,41,20.612,153.5,23.36,12247,1884.3,0.154,1.972E+06,0.8,0,0.3056,"WMa,TruStrain™",12.451,0.1
,42,21.163,154.1,23.36,12110,40.328,0.00333,1.9273E+06,0.8,0,0.29865,"MV-,WMa,TruStrain™",12.168,0.1
,43,21.737,154.6,23.36,11717,54.181,0.00462,1.8648E+06,0.8,0,0.28903,"MV-,WMa,TruStrain™",11.776,0.101
,44,22.336,155.2,23.36,11677,1182.6,0.101,1.8679E+06,0.8,0,0.28959,"WMa,TruStrain™",11.799,0.101
,45,22.96,155.9,23.36,12103,1243,0.103,1.9364E+06,0.8,0,0.3001,"WMa,TruStrain™",12.227,0.1
,46,23.611,156.5,23.36,12243,570.97,0.0466,1.9506E+06,0.8,0,0.30224,"WMa,TruStrain™",12.314,0.1
,47,24.289,157.2,23.36,12008,912.71,0.076,1.9166E+06,0.8,0,0.29708,"WMa,TruStrain™",12.104,0.101
,48,24.996,157.9,23.36,12383,766.62,0.0619,1.9745E+06,0.8,-0.01,0.30606,"WMa,TruStrain™",12.47,0.101
,49,25.733,158.6,23.36,12389,646.19,0.0522,1.9744E+06,0.8,0,0.30602,"WMa,TruStrain™",12.468,0.101
,50,26.502,159.4,23.36,12526,600.03,0.0479,1.9959E+06,0.8,0,0.30937,"WMa,TruStrain™",12.605,0.101
,51,27.303,160.2,23.36,12655,688.04,0.0544,2.0172E+06,0.8,0,0.31266,"WMa,TruStrain™",12.739,0.101
,52,28.138,161,23.36,12537,591.73,0.0472,1.9975E+06,0.8,-0.01,0.30959,"WMa,TruStrain™",12.614,0.101
,53,29.009,161.9,23.36,12803,663.29,0.0518,2.0404E+06,0.8,-0.01,0.31624,"WMa,TruStrain™",12.885,0.101
,54,29.916,162.8,23.36,12736,590.54,0.0464,2.0292E+06,0.8,-0.01,0.3145,"WMa,TruStrain™",12.814,0.101
,55,30.863,163.8,23.36,12906,572.48,0.0444,2.056E+06,0.8,-0.01,0.31866,"WMa,TruStrain™",12.983,0.101
,56,31.849,164.8,23.35,12978,703.48,0.0542,2.0686E+06,0.8,-0.01,0.32062,"WMa,TruStrain™",13.063,0.101
,57,32.877,165.8,23.36,13140,588.21,0.0448,2.0935E+06,0.8,-0.01,0.32445,"WMa,TruStrain™",13.219,0.101
,58,33.949,166.9,23.36,13255,810.3,0.0611,2.1135E+06,0.8,-0.01,0.32759,"WMa,TruStrain™",13.347,0.101
,59,35.067,168,23.35,13311,710.58,0.0534,2.1215E+06,0.8,-0.01,0.32881,"WMa,TruStrain™",13.397,0.101
,60,36.232,169.1,23.36,13288,667.62,0.0502,2.1174E+06,0.8,-0.01,0.32817,"WMa,TruStrain™",13.371,0.101
,61,37.447,170.4,23.36,13464,556.62,0.0413,2.1447E+06,0.8,-0.01,0.33241,"WMa,TruStrain™",13.544,0.101
,62,38.713,171.6,23.36,13579,638.44,0.047,2.1636E+06,0.8,-0.01,0.33535,"WMa,TruStrain™",13.663,0.101
,63,40.033,172.9,23.36,13513,648.53,0.048,2.1531E+06,0.8,-0.01,0.33371,"WMa,TruStrain™",13.597,0.101
,64,41.409,174.3,23.36,13559,1078.1,0.0795,2.1648E+06,0.8,-0.01,0.33553,"WMa,TruStrain™",13.671,0.101
,65,42.844,175.7,23.36,14177,751.28,0.053,2.2596E+06,0.8,-0.01,0.35019,"WMa,TruStrain™",14.268,0.1
,66,44.34,177.2,23.35,14014,762.95,0.0544,2.2336E+06,0.8,-0.01,0.34622,"WMa,TruStrain™",14.106,0.101
,67,45.899,178.8,23.36,14118,638.78,0.0452,2.2492E+06,0.8,-0.01,0.34862,"WMa,TruStrain™",14.204,0.101
,68,47.524,180.4,23.36,14203,818.97,0.0577,2.2643E+06,0.8,-0.01,0.35102,"WMa,TruStrain™",14.302,0.101
,69,49.219,182.1,23.35,14256,753.17,0.0528,2.2721E+06,0.8,-0.01,0.35217,"WMa,TruStrain™",14.349,0.101
,70,50.985,183.9,23.36,14383,500.28,0.0348,2.2905E+06,0.8,-0.01,0.35501,"WMa,TruStrain™",14.464,0.101
,71,52.827,185.7,23.36,14371,684.17,0.0476,2.2898E+06,0.8,-0.01,0.35495,"WMa,TruStrain™",14.462,0.101
,72,54.747,187.7,23.36,13752,970.51,0.0706,2.1942E+06,0.8,-0.01,0.34017,"WMa,TruStrain™",13.86,0.101
,73,56.748,189.7,23.35,14683,702.64,0.0479,2.3395E+06,0.8,-0.01,0.3626,"WMa,TruStrain™",14.774,0.101
,74,58.835,191.7,23.36,14767,668.06,0.0452,2.3526E+06,0.8,-0.01,0.36463,"WMa,TruStrain™",14.856,0.101
,75,61.01,193.9,23.36,14915,728.79,0.0489,2.3766E+06,0.8,-0.01,0.36836,"WMa,TruStrain™",15.009,0.101
,76,63.277,196.2,23.35,15044,766.27,0.0509,2.3975E+06,0.8,-0.01,0.37159,"WMa,TruStrain™",15.14,0.101
,77,65.641,198.5,23.35,15194,673.97,0.0444,2.4205E+06,0.8,-0.01,0.37516,"WMa,TruStrain™",15.285,0.101
,78,68.106,201,23.35,15331,601.88,0.0393,2.4418E+06,0.8,-0.01,0.37844,"WMa,TruStrain™",15.419,0.101
,79,70.675,203.6,23.35,15449,755.09,0.0489,2.4618E+06,0.8,-0.01,0.38153,"WMa,TruStrain™",15.545,0.1
,80,73.353,206.3,23.36,15314,910.98,0.0595,2.4416E+06,0.8,-0.01,0.37843,"WMa,TruStrain™",15.419,0.101
,81,76.145,209,23.36,15392,602.69,0.0392,2.4515E+06,0.8,-0.01,0.37996,"WMa,TruStrain™",15.481,0.101
,82,79.056,212,23.35,15726,634.9,0.0404,2.505E+06,0.8,-0.01,0.38824,"WMa,TruStrain™",15.818,0.101
,83,82.09,215,23.35,15920,1004.7,0.0631,2.5387E+06,0.8,-0.01,0.39348,"WMa,TruStrain™",16.032,0.101
,84,85.254,218.2,23.36,15994,746,0.0466,2.5484E+06,0.8,-0.01,0.39498,"WMa,TruStrain™",16.093,0.101
,85,88.552,221.5,23.35,15981,652.5,0.0408,2.5456E+06,0.8,-0.01,0.39454,"WMa,TruStrain™",16.075,0.101
,86,91.99,224.9,23.35,16126,694.88,0.0431,2.5689E+06,0.8,-0.01,0.39815,"WMa,TruStrain™",16.222,0.101
,87,95.574,228.5,23.36,16218,657.47,0.0405,2.5833E+06,0.8,-0.01,0.40037,"WMa,TruStrain™",16.313,0.101
,88,99.31,232.2,23.35,16250,728.26,0.0448,2.5888E+06,0.8,-0.01,0.40125,"WMa,TruStrain™",16.348,0.101
,89,103.205,236.1,23.35,16358,619.57,0.0379,2.6053E+06,0.8,-0.01,0.4038,"WMa,TruStrain™",16.452,0.101
,90,107.266,240.2,23.35,16470,650.34,0.0395,2.6234E+06,0.8,-0.01,0.40659,"WMa,TruStrain™",16.566,0.101
,91,111.499,244.4,23.35,16534,905.63,0.0548,2.6354E+06,0.8,-0.01,0.40853,"WMa,TruStrain™",16.645,0.101
,92,115.912,248.8,23.35,16602,725.17,0.0437,2.6448E+06,0.8,-0.01,0.40994,"WMa,TruStrain™",16.702,0.101
,93,120.513,253.4,23.35,16730,723.03,0.0432,2.6651E+06,0.8,-0.01,0.41306,"WMa,TruStrain™",16.83,0.101
,94,125.309,258.2,23.35,16493,830.27,0.0503,2.6282E+06,0.8,-0.01,0.40737,"WMa,TruStrain™",16.598,0.101
,95,130.309,263.2,23.35,16874,618.65,0.0367,2.6874E+06,0.8,-0.01,0.4165,"WMa,TruStrain™",16.97,0.101
,,,,,,,,,,,,,,
Interval and data points:,3,5,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,131.312,264.2,23.35,16828,632.29,0.0376,2.6801E+06,0.8,-0.01,0.41539,"WMa,TruStrain™",16.924,0.101
,2,132.312,265.2,23.35,16978,725.93,0.0428,2.7046E+06,0.8,-0.01,0.41918,"WMa,TruStrain™",17.079,0.101
,3,133.312,266.2,23.35,16874,648.65,0.0384,2.6876E+06,0.8,-0.01,0.41655,"WMa,TruStrain™",16.972,0.101
,4,134.312,267.2,23.35,16793,705.09,0.042,2.6751E+06,0.8,-0.01,0.41463,"WMa,TruStrain™",16.893,0.101
,5,135.312,268.2,23.35,16785,748.9,0.0446,2.6741E+06,0.8,-0.01,0.41446,"WMa,TruStrain™",16.887,0.101
,,,,,,,,,,,,,,
Result:,Post-UV recovery,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,0.1,284.4,23.36,122.71,2.4542E+06,2E+04,3.906E+08,0.8,-0.02,0.53827,"ME-,WMa,taD,TruStrain™",21.931,0.000894
,2,0.207,284.5,23.36,22.298,4.4596E+05,2E+04,7.0977E+07,0.8,-0.01,1.1224,"ME-,WMa,taD,TruStrain™",45.732,0.0103
,3,0.32,284.6,23.36,13.171,2.6342E+05,2E+04,4.1924E+07,0.8,-0.01,1.2017,"ME-,WMa,taD,TruStrain™",48.963,0.0186
,4,0.441,284.7,23.36,8.6534,1.7307E+05,2E+04,2.7545E+07,0.8,-0.01,1.2283,"ME-,WMa,taD,TruStrain™",50.045,0.0289
,5,0.569,284.9,23.36,5.8679,1.1736E+05,2E+04,1.8678E+07,0.8,-0.01,1.1813,"ME-,WMa,taD,TruStrain™",48.131,0.041
,6,0.705,285,23.36,4.0427,80855,2E+04,1.2868E+07,0.8,-0.01,1.1327,"ME-,WMa,taD,TruStrain™",46.15,0.0571
,7,0.851,285.1,23.36,3.0054,60108,2E+04,9.5665E+06,0.8,-0.01,1.1104,"ME-,WMa,taD,TruStrain™",45.243,0.0753
,8,1.005,285.3,23.36,2.4021,48042,2E+04,7.6462E+06,0.8,-0.02,1.0867,"ME-,WMa,taD,TruStrain™",44.275,0.0922
,9,1.17,285.5,23.36,12809,11421,0.892,2.7313E+06,0.8,-0.01,0.45477,"ME-,WMa,TruStrain™",18.529,0.108
,10,1.345,285.6,23.36,20705,1647.3,0.0796,3.3057E+06,0.8,-0.02,0.55918,"MV-,WMa,TruStrain™",22.783,0.11
,11,1.531,285.8,23.36,19520,1800.8,0.0923,3.1199E+06,0.8,-0.02,0.5345,"MV-,WMa,TruStrain™",21.778,0.111
,12,1.73,286,23.36,19105,732.05,0.0383,3.0429E+06,0.8,-0.02,0.51756,"MV-,WMa,TruStrain™",21.087,0.11
,13,1.941,286.2,23.36,18349,286.98,0.0156,2.9208E+06,0.8,-0.02,0.47773,"MV-,WMa,TruStrain™",19.464,0.106
,14,2.165,286.5,23.36,17807,708.39,0.0398,2.8363E+06,0.8,-0.02,0.44133,"WMa,TruStrain™",17.981,0.101
,15,2.404,286.7,23.36,16458,1946.8,0.118,2.6376E+06,0.8,-0.01,0.40685,"WMa,TruStrain™",16.576,0.1
,16,2.658,286.9,23.36,15804,1214.6,0.0769,2.5226E+06,0.8,-0.02,0.38906,"WMa,TruStrain™",15.852,0.1
,17,2.929,287.2,23.36,16421,622.88,0.0379,2.6153E+06,0.8,-0.01,0.40335,"WMa,TruStrain™",16.434,0.1
,18,3.217,287.5,23.36,17603,89.753,0.0051,2.8016E+06,0.8,-0.01,0.43214,"WMa,TruStrain™",17.607,0.1
,19,3.524,287.8,23.36,18494,181.3,0.0098,2.9435E+06,0.8,-0.02,0.45422,"MV-,WMa,TruStrain™",18.507,0.1
,20,3.85,288.1,23.36,18707,105.52,0.00564,2.9774E+06,0.8,-0.01,0.45977,"MV-,WMa,TruStrain™",18.733,0.1
,21,4.197,288.5,23.36,18044,28.174,0.00156,2.8719E+06,0.8,-0.01,0.44388,"MV-,WMa,TruStrain™",18.085,0.1
,22,4.567,288.9,23.36,17857,466.55,0.0261,2.843E+06,0.8,-0.01,0.43975,"WMa,TruStrain™",17.917,0.1
,23,4.96,289.2,23.36,17887,906.3,0.0507,2.8505E+06,0.8,-0.01,0.44117,"WMa,TruStrain™",17.975,0.1
,24,5.378,289.7,23.36,17809,974.85,0.0547,2.8387E+06,0.8,-0.01,0.43955,"WMa,TruStrain™",17.909,0.1
,25,5.823,290.1,23.36,17972,599.52,0.0334,2.8619E+06,0.8,-0.01,0.44328,"WMa,TruStrain™",18.061,0.1
,26,6.297,290.6,23.36,18032,655.76,0.0364,2.8718E+06,0.8,-0.01,0.44488,"WMa,TruStrain™",18.126,0.1
,27,6.802,291.1,23.36,18162,841.78,0.0463,2.8936E+06,0.8,-0.02,0.44831,"WMa,TruStrain™",18.266,0.1
,28,7.338,291.6,23.36,18107,877.46,0.0485,2.8852E+06,0.8,-0.01,0.44705,"WMa,TruStrain™",18.214,0.1
,29,7.91,292.2,23.36,18023,340.73,0.0189,2.869E+06,0.8,-0.02,0.44458,"WMa,TruStrain™",18.114,0.1
